"Time (s) Run #7","Angle (rad) Run #7","Angular Velocity (rad/s) Run #7","Angular Acceleration (rad/s²) Run #7","State Run #7"
83.500,2.457,6.269,4.121,
83.550,2.775,6.516,2.909,
83.600,3.111,6.661,-1.115,
83.650,3.451,6.516,-7.951,
83.700,3.779,5.934,-16.678,
83.750,4.062,4.858,-25.501,
83.800,4.280,3.316,-32.337,
83.850,4.407,1.484,-35.343,
83.900,4.429,-0.393,-33.598,
83.941,,,,1.00
83.950,4.359,-2.036,-27.537,
83.998,,,,0.00
84.000,4.211,-3.243,-18.471,
84.050,4.014,-3.927,-8.096,
84.100,3.800,-4.043,2.085,
84.150,3.591,-3.665,10.908,
84.200,3.421,-2.880,17.502,
84.250,3.294,-1.818,21.429,
84.300,3.233,-0.640,22.592,
84.350,3.233,0.524,21.332,
84.400,3.290,1.556,18.181,
84.450,3.395,2.385,13.526,
84.500,3.539,2.953,7.515,
84.550,3.700,3.185,0.291,
84.600,3.870,3.011,-7.612,
84.650,4.019,2.414,-15.078,
84.700,4.123,1.440,-20.750,
84.750,4.171,0.233,-23.659,
84.800,4.150,-1.033,-23.513,
84.850,4.062,-2.211,-20.653,
84.900,3.923,-3.171,-15.659,
84.950,3.735,-3.825,-9.357,
85.000,3.526,-4.116,-2.763,
85.050,3.312,-4.072,3.248,
85.100,3.111,-3.752,8.290,
85.150,2.928,-3.214,12.411,
85.200,2.784,-2.487,15.708,
85.236,,,,1.00
85.250,2.675,-1.614,18.229,
85.294,,,,0.00
85.300,2.618,-0.640,20.071,
85.350,2.609,0.407,21.477,
85.400,2.657,1.513,22.544,
85.450,2.758,2.676,23.029,
85.500,2.923,3.854,22.156,
85.550,3.146,4.974,18.859,
85.600,3.425,5.861,12.169,
85.650,3.748,6.327,1.842,
85.700,4.080,6.152,-11.102,
85.750,4.390,5.236,-24.629,
85.800,4.629,3.622,-36.167,
85.850,4.769,1.469,-43.488,
85.900,4.787,-0.931,-45.233,
85.950,4.673,-3.258,-41.355,
86.000,4.446,-5.221,-33.016,
86.050,4.132,-6.647,-22.108,
86.100,3.761,-7.447,-10.860,
86.150,3.364,-7.665,-1.454,
86.200,2.980,-7.461,4.509,
86.250,2.614,-7.069,6.593,
86.300,2.273,-6.690,5.333,
86.350,1.950,-6.458,1.794,
86.400,1.636,-6.472,-2.812,
86.450,1.313,-6.749,-7.175,
86.500,0.969,-7.243,-9.987,
86.532,,,,1.00
86.550,0.593,-7.839,-10.036,
86.589,,,,0.00
86.600,0.183,-8.378,-6.109,
86.650,-0.253,-8.625,2.618,
86.700,-0.698,-8.290,15.805,
86.750,-1.113,-7.141,31.222,
86.800,-1.444,-5.120,45.136,
86.850,-1.649,-2.429,53.863,
86.900,-1.697,0.538,55.220,
86.950,-1.588,3.360,49.112,
87.000,-1.344,5.658,37.137,
87.050,-0.995,7.185,22.011,
87.100,-0.593,7.854,6.933,
87.150,-0.183,7.767,-5.381,
87.200,0.201,7.156,-13.575,
87.250,0.541,6.269,-17.793,
87.300,0.829,5.280,-19.005,
87.350,1.069,4.305,-18.277,
87.400,1.257,3.418,-16.484,
87.450,1.405,2.647,-14.399,
87.500,1.518,1.993,-12.460,
87.550,1.601,1.411,-10.666,
87.600,1.658,0.916,-8.775,
87.650,1.689,0.524,-6.642,
87.700,1.706,0.247,-4.363,
87.750,1.710,0.087,-2.036,
87.800,1.710,0.044,0.242,
87.814,,,,1.00
87.850,1.710,0.116,2.521,
87.872,,,,0.00
87.900,1.719,0.291,4.994,
87.950,1.737,0.596,7.757,
88.000,1.772,1.062,10.714,
88.050,1.837,1.673,13.720,
88.100,1.937,2.429,16.726,
88.150,2.073,3.345,19.538,
88.200,2.265,4.407,21.526,
88.250,2.513,5.556,21.720,
88.300,2.819,6.676,18.859,
88.350,3.185,7.592,11.636,
88.400,3.595,8.029,-0.388,
88.450,4.014,7.694,-16.047,
88.500,4.398,6.458,-32.579,
88.550,4.691,4.349,-46.494,
88.600,4.856,1.600,-54.784,
88.650,4.861,-1.396,-55.705,
88.700,4.708,-4.232,-49.403,
88.750,4.420,-6.530,-37.622,
88.800,4.027,-8.087,-23.174,
88.850,3.582,-8.828,-9.357,
88.900,3.120,-8.887,0.970,
88.950,2.679,-8.538,6.254,
89.000,2.265,-8.087,6.787,
89.050,1.876,-7.752,4.121,
89.100,1.497,-7.636,0.145,
89.103,,,,1.00
89.150,1.121,-7.752,-3.491,
89.160,,,,0.00
89.200,0.729,-8.043,-5.236,
89.250,0.319,-8.392,-3.539,
89.300,-0.113,-8.567,2.860,
89.350,-0.554,-8.290,13.963,
89.400,-0.969,-7.287,27.780,
89.450,-1.313,-5.483,40.821,
89.500,-1.540,-3.040,49.499,
89.550,-1.628,-0.291,51.633,
89.600,-1.566,2.371,46.833,
89.650,-1.374,4.596,36.313,
89.700,-1.082,6.123,22.301,
89.750,-0.733,6.850,7.466,
89.800,-0.371,6.807,-5.721,
89.850,-0.031,6.152,-15.659,
89.900,0.257,5.105,-21.962,
89.950,0.484,3.854,-25.210,
90.000,0.646,2.516,-26.277,
90.050,0.737,1.178,-25.986,
90.100,0.759,-0.102,-25.065,
90.150,0.724,-1.324,-24.047,
90.200,0.628,-2.502,-22.835,
90.250,0.471,-3.636,-20.750,
90.300,0.262,-4.640,-17.017,
90.350,0.000,-5.411,-11.151,
90.378,,,,1.00
90.400,-0.292,-5.832,-3.054,
90.434,,,,0.00
90.450,-0.598,-5.789,7.127,
90.500,-0.890,-5.178,18.520,
90.550,-1.139,-3.927,29.234,
90.600,-1.305,-2.138,36.749,
90.650,-1.361,-0.058,39.221,
90.700,-1.309,1.978,36.410,
90.750,-1.152,3.723,29.380,
90.800,-0.921,5.003,19.780,
90.850,-0.633,5.730,9.308,
90.900,-0.327,5.905,-0.436,
90.950,-0.026,5.614,-8.387,
91.000,0.244,4.989,-14.157,
91.050,0.480,4.131,-17.890,
91.100,0.663,3.142,-19.974,
91.150,0.794,2.094,-20.944,
91.200,0.873,1.033,-21.429,
91.250,0.899,-0.044,-21.865,
91.300,0.868,-1.149,-22.156,
91.350,0.785,-2.283,-21.671,
91.400,0.641,-3.374,-19.732,
91.450,0.441,-4.320,-16.096,
91.500,0.201,-5.032,-11.199,
91.550,-0.070,-5.454,-5.672,
91.600,-0.358,-5.600,0.436,
91.650,-0.637,-5.454,7.854,
91.651,,,,1.00
91.700,-0.912,-4.901,17.114,
91.708,,,,0.00
91.750,-1.152,-3.796,27.004,
91.800,-1.313,-2.123,34.858,
91.850,-1.374,-0.131,38.300,
91.900,-1.326,1.891,36.361,
91.950,-1.178,3.680,29.331,
92.000,-0.942,4.974,18.665,
92.050,-0.654,5.585,7.175,
92.100,-0.358,5.585,-2.230,
92.150,-0.087,5.221,-8.436,
92.200,0.166,4.669,-12.411,
92.250,0.388,3.971,-15.320,
92.300,0.567,3.113,-17.405,
92.350,0.702,2.182,-18.617,
92.400,0.785,1.236,-19.296,
92.450,0.825,0.262,-20.071,
92.500,0.816,-0.756,-20.992,
92.550,0.750,-1.847,-21.332,
92.600,0.633,-2.953,-20.168,
92.650,0.454,-3.942,-17.259,
92.700,0.227,-4.712,-13.526,
92.750,-0.026,-5.265,-9.696,
92.800,-0.301,-5.687,-4.945,
92.850,-0.598,-5.876,2.473,
92.900,-0.908,-5.585,13.138,
92.931,,,,1.00
92.950,-1.182,-4.625,25.113,
92.988,,,,0.00
93.000,-1.392,-2.996,35.052,
93.050,-1.501,-0.931,40.240,
93.100,-1.488,1.236,39.900,
93.150,-1.366,3.214,34.810,
93.200,-1.156,4.829,26.228,
93.250,-0.868,5.920,15.708,
93.300,-0.537,6.400,5.381,
93.350,-0.209,6.356,-2.715,
93.400,0.105,6.007,-7.902,
93.450,0.397,5.498,-10.714,
93.500,0.659,4.887,-11.878,
93.550,0.886,4.262,-11.781,
93.600,1.082,3.680,-10.908,
93.650,1.252,3.171,-9.939,
93.700,1.396,2.705,-9.260,
93.750,1.523,2.254,-8.824,
93.800,1.623,1.818,-8.290,
93.850,1.702,1.411,-7.466,
93.900,1.763,1.062,-6.448,
93.950,1.806,0.771,-5.381,
94.000,1.837,0.524,-4.218,
94.050,1.859,0.335,-2.715,
94.100,1.868,0.233,-0.727,
94.150,1.876,0.247,1.648,
94.200,1.889,0.393,4.315,
94.210,,,,1.00
94.250,1.911,0.669,7.272,
94.267,,,,0.00
94.300,1.950,1.105,10.569,
94.350,2.016,1.716,14.157,
94.400,2.116,2.516,17.744,
94.450,2.260,3.505,20.847,
94.500,2.461,4.640,22.689,
94.550,2.723,5.847,22.204,
94.600,3.046,6.981,17.987,
94.650,3.430,7.825,8.872,
94.700,3.848,8.058,-5.091,
94.750,4.267,7.432,-22.011,
94.800,4.625,5.847,-38.494,
94.850,4.883,3.432,-51.051,
94.900,4.987,0.509,-57.111,
94.950,4.935,-2.545,-55.754,
95.000,4.725,-5.309,-47.560,
95.050,4.381,-7.476,-34.470,
95.100,3.949,-8.828,-19.683,
95.150,3.469,-9.367,-6.739,
95.200,2.989,-9.323,1.551,
95.250,2.531,-9.003,4.266,
95.300,2.090,-8.727,2.279,
95.350,1.667,-8.683,-2.521,
95.400,1.235,-8.959,-7.563,
95.450,0.781,-9.527,-9.939,
95.487,,,,1.00
95.500,0.288,-10.152,-6.884,
95.543,,,,0.00
95.550,-0.244,-10.472,3.054,
95.600,-0.785,-10.079,19.053,
95.650,-1.287,-8.683,38.009,
95.700,-1.693,-6.225,55.317,
95.750,-1.942,-2.923,66.468,
95.800,-1.998,0.756,68.698,
95.850,-1.859,4.276,61.717,
95.900,-1.549,7.185,47.463,
95.950,-1.108,9.163,29.331,
96.000,-0.593,10.108,11.539,
96.050,-0.065,10.152,-1.939,
96.100,0.441,9.657,-8.969,
96.150,0.903,9.032,-9.890,
96.200,1.335,8.538,-6.884,
96.250,1.750,8.305,-2.521,
96.300,2.155,8.319,0.970,
96.350,2.574,8.494,1.648,
96.400,3.006,8.639,-1.939,
96.450,3.447,8.479,-10.230,
96.500,3.875,7.752,-22.011,
96.550,4.250,6.312,-34.519,
96.600,4.529,4.203,-44.409,
96.650,4.686,1.673,-48.918,
96.700,4.699,-0.931,-46.736,
96.750,4.581,-3.229,-38.397,
96.764,,,,1.00
96.800,4.355,-4.916,-25.841,
96.820,,,,0.00
96.850,4.062,-5.861,-11.636,
96.900,3.744,-6.050,1.891,
96.950,3.434,-5.585,13.090,
97.000,3.168,-4.625,21.138,
97.050,2.963,-3.360,26.034,
97.100,2.827,-1.934,28.216,
97.150,2.766,-0.465,28.168,
97.200,2.784,0.945,26.374,
97.250,2.867,2.211,23.271,
97.300,3.011,3.302,18.956,
97.350,3.203,4.160,13.090,
97.400,3.438,4.683,5.284,
97.450,3.687,4.756,-4.218,
97.500,3.931,4.291,-14.447,
97.550,4.136,3.287,-23.804,
97.600,4.276,1.818,-30.495,
97.650,4.328,0.087,-33.113,
97.700,4.285,-1.658,-31.222,
97.750,4.154,-3.171,-25.550,
97.800,3.953,-4.291,-17.502,
97.850,3.709,-4.945,-8.630,
97.900,3.443,-5.134,-0.145,
97.950,3.181,-4.916,7.175,
98.000,2.941,-4.363,12.945,
98.050,2.736,-3.563,17.065,1.00
98.100,2.579,-2.603,19.780,
98.107,,,,0.00
98.150,2.474,-1.556,21.623,
98.200,2.422,-0.436,23.029,
98.250,2.426,0.756,24.095,
98.300,2.496,1.993,24.725,
98.350,2.627,3.243,24.677,
98.400,2.819,4.494,23.174,
98.450,3.076,5.658,18.956,
98.500,3.395,6.530,10.957,
98.550,3.748,6.894,-0.824,
98.600,4.106,6.545,-15.175,
98.650,4.433,5.396,-29.865,
98.700,4.673,3.476,-41.936,
98.750,4.800,1.004,-48.772,
98.800,4.782,-1.644,-49.015,
98.850,4.625,-4.116,-43.051,
98.900,4.355,-6.109,-32.628,
98.950,3.992,-7.447,-20.120,
99.000,3.582,-8.101,-8.242,
99.050,3.163,-8.159,0.727,
99.100,2.753,-7.869,5.527,
99.150,2.374,-7.461,6.206,
99.200,2.011,-7.141,3.879,
99.250,1.667,-7.025,-0.097,
99.300,1.318,-7.141,-4.315,
99.330,,,,1.00
99.350,0.960,-7.490,-7.369,
99.387,,,,0.00
99.400,0.576,-7.970,-7.660,
99.450,0.161,-8.407,-3.685,
99.500,-0.275,-8.523,5.139,
99.550,-0.711,-8.043,17.938,
99.600,-1.108,-6.792,32.240,
99.650,-1.418,-4.756,44.651,
99.700,-1.606,-2.138,51.972,
99.750,-1.641,0.698,52.263,
99.800,-1.527,3.345,45.476,
99.850,-1.287,5.440,33.307,
99.900,-0.956,6.763,18.471,
99.950,-0.580,7.272,3.879,
100.000,-0.205,7.054,-8.193,
100.050,0.144,6.312,-16.581,
100.100,0.436,5.265,-21.332,
100.150,0.672,4.087,-23.416,
100.200,0.846,2.880,-23.853,
100.250,0.960,1.673,-23.320,
100.300,1.012,0.524,-22.301,
100.350,1.008,-0.553,-21.283,
100.400,0.956,-1.585,-20.605,
100.450,0.851,-2.603,-20.120,
100.500,0.694,-3.607,-19.344,
100.550,0.489,-4.567,-17.599,
100.597,,,,1.00
100.600,0.236,-5.425,-13.963,
100.650,-0.061,-6.065,-7.563,
100.653,,,,0.00
100.700,-0.384,-6.298,1.842,
100.750,-0.711,-5.963,13.381,
100.800,-1.004,-4.974,25.162,
100.850,-1.230,-3.374,34.810,
100.900,-1.357,-1.338,40.143,
100.950,-1.370,0.844,39.997,
101.000,-1.265,2.851,34.616,
101.050,-1.069,4.436,25.356,
101.100,-0.803,5.454,14.060,
101.150,-0.502,5.847,2.715,
101.200,-0.196,5.658,-6.981,
101.250,0.079,5.047,-14.108,
101.300,0.314,4.160,-18.811,
101.350,0.502,3.113,-21.768,
101.400,0.628,1.949,-23.513,
101.450,0.698,0.727,-24.386,
101.500,0.702,-0.509,-24.677,
101.550,0.646,-1.745,-24.677,
101.600,0.528,-2.982,-24.289,
101.650,0.349,-4.203,-22.835,
101.700,0.105,-5.338,-19.150,
101.750,-0.192,-6.240,-12.072,
101.800,-0.532,-6.690,-1.164,
101.850,-0.886,-6.472,12.605,
101.874,,,,1.00
101.900,-1.209,-5.454,26.956,
101.930,,,,0.00
101.950,-1.457,-3.694,39.027,
102.000,-1.597,-1.382,46.348,
102.050,-1.606,1.164,47.512,
102.100,-1.475,3.592,42.518,
102.150,-1.230,5.585,32.822,
102.200,-0.894,6.952,20.750,
102.250,-0.511,7.650,8.921,
102.300,-0.109,7.752,-0.485,
102.350,0.279,7.461,-6.206,
102.400,0.641,6.996,-8.145,
102.450,0.977,6.545,-7.127,
102.500,1.292,6.225,-4.315,
102.550,1.593,6.094,-0.776,
102.600,1.894,6.152,2.570,
102.650,2.203,6.385,4.848,
102.700,2.526,6.705,5.091,
102.750,2.875,6.996,2.424,
102.800,3.233,7.069,-3.491,
102.850,3.595,6.749,-12.217,
102.900,3.927,5.905,-22.350,
102.950,4.206,4.494,-31.658,
103.000,4.394,2.618,-37.622,
103.050,4.477,0.538,-38.494,
103.100,4.442,-1.425,-34.082,
103.149,,,,1.00
103.150,4.320,-3.011,-25.647,
103.200,4.123,-4.058,-14.981,
103.206,,,,0.00
103.250,3.892,-4.523,-3.782,
103.300,3.652,-4.407,6.545,
103.350,3.434,-3.796,14.932,
103.400,3.259,-2.822,20.750,
103.450,3.146,-1.629,23.901,
103.500,3.094,-0.349,24.629,
103.550,3.111,0.902,23.223,
103.600,3.190,2.036,19.877,
103.650,3.320,2.953,14.690,
103.700,3.495,3.563,7.805,
103.750,3.691,3.782,-0.388,
103.800,3.888,3.549,-9.211,
103.850,4.062,2.851,-17.550,
103.900,4.189,1.731,-23.998,
103.950,4.246,0.335,-27.343,
104.000,4.224,-1.134,-27.053,
104.050,4.128,-2.487,-23.513,
104.100,3.966,-3.563,-17.647,
104.150,3.757,-4.291,-10.569,
104.200,3.526,-4.625,-3.297,
104.250,3.281,-4.596,3.345,
104.300,3.054,-4.247,8.727,
104.350,2.849,-3.665,12.751,
104.400,2.683,-2.938,15.708,
104.430,,,,1.00
104.450,2.553,-2.080,18.035,
104.488,,,,0.00
104.500,2.470,-1.120,19.926,
104.550,2.439,-0.073,21.429,
104.600,2.461,1.033,22.641,
104.650,2.539,2.196,23.562,
104.700,2.679,3.403,23.804,
104.750,2.880,4.625,22.398,
104.800,3.142,5.745,18.035,
104.850,3.464,6.574,9.745,
104.900,3.818,6.865,-2.327,
104.950,4.176,6.429,-16.775,
105.000,4.490,5.192,-31.077,
105.050,4.721,3.214,-42.421,
105.100,4.830,0.756,-48.481,
105.150,4.800,-1.862,-48.190,
105.200,4.638,-4.276,-41.985,
105.250,4.355,-6.210,-31.416,
105.300,3.992,-7.490,-18.956,
105.350,3.582,-8.072,-7.321,
105.400,3.163,-8.101,1.164,
105.450,2.762,-7.796,5.381,
105.500,2.382,-7.418,5.575,
105.550,2.025,-7.141,2.812,
105.600,1.676,-7.083,-1.551,
105.650,1.326,-7.287,-6.157,
105.700,0.956,-7.738,-9.357,
105.729,,,,1.00
105.750,0.559,-8.334,-9.357,
105.786,,,,0.00
105.800,0.122,-8.843,-4.606,
105.850,-0.340,-8.988,5.478,
105.900,-0.798,-8.465,19.877,
105.950,-1.217,-7.069,35.828,
106.000,-1.540,-4.800,49.403,
106.050,-1.719,-1.905,57.014,
106.100,-1.737,1.193,56.820,
106.150,-1.593,4.043,49.160,
106.200,-1.309,6.298,36.070,
106.250,-0.934,7.738,20.459,
106.300,-0.506,8.319,5.381,
106.350,-0.074,8.159,-6.545,
106.400,0.327,7.490,-13.914,
106.450,0.681,6.603,-16.823,
106.500,0.986,5.701,-16.435,
106.550,1.248,4.901,-14.205,
106.600,1.470,4.262,-11.199,
106.650,1.667,3.782,-8.048,
106.700,1.846,3.462,-4.945,
106.750,2.007,3.287,-1.842,
106.800,2.169,3.272,1.261,
106.850,2.330,3.418,4.315,
106.900,2.505,3.709,7.030,
106.950,2.697,4.145,8.969,
107.000,2.915,4.654,9.551,
107.020,,,,1.00
107.050,3.163,5.163,8.145,
107.077,,,,0.00
107.100,3.434,5.556,4.266,
107.150,3.726,5.687,-2.230,
107.200,4.019,5.411,-10.714,
107.250,4.285,4.640,-19.780,
107.300,4.499,3.389,-27.586,
107.350,4.638,1.774,-32.434,
107.400,4.682,0.000,-33.355,
107.450,4.634,-1.702,-30.446,
107.500,4.503,-3.142,-24.580,
107.550,4.307,-4.218,-16.968,
107.600,4.067,-4.858,-8.824,
107.650,3.805,-5.076,-1.212,
107.700,3.547,-4.931,4.994,
107.750,3.303,-4.509,9.308,
107.800,3.089,-3.927,11.587,
107.850,2.910,-3.287,12.120,
107.900,2.762,-2.676,11.539,
107.950,2.644,-2.123,10.569,
108.000,2.553,-1.629,9.793,
108.050,2.483,-1.164,9.405,
108.100,2.435,-0.698,9.308,
108.150,2.413,-0.233,9.405,
108.200,2.413,0.233,9.890,
108.250,2.435,0.727,11.054,
108.300,2.483,1.309,12.945,
108.318,,,,1.00
108.350,2.561,2.007,15.223,
108.375,,,,0.00
108.400,2.679,2.836,17.259,
108.450,2.841,3.767,18.181,
108.500,3.054,4.727,16.968,
108.550,3.316,5.571,12.751,
108.600,3.622,6.123,5.139,
108.650,3.944,6.196,-5.381,
108.700,4.263,5.643,-17.502,
108.750,4.533,4.436,-29.137,
108.800,4.725,2.633,-38.058,
108.850,4.813,0.465,-42.470,
108.900,4.773,-1.804,-41.500,
108.950,4.625,-3.869,-35.634,
109.000,4.372,-5.483,-26.277,
109.050,4.054,-6.545,-15.514,
109.100,3.700,-7.010,-5.381,
109.150,3.334,-6.996,2.473,
109.200,2.989,-6.647,7.078,
109.250,2.666,-6.167,8.436,
109.300,2.374,-5.716,7.127,
109.350,2.099,-5.396,4.024,
109.400,1.841,-5.280,-0.097,
109.450,1.580,-5.396,-4.509,
109.500,1.309,-5.745,-8.533,
109.550,1.012,-6.283,-11.393,
109.600,0.685,-6.952,-12.120,
109.617,,,,1.00
109.650,0.319,-7.607,-9.551,
109.675,,,,0.00
109.700,-0.083,-8.058,-2.666,
109.750,-0.502,-8.043,8.630,
109.800,-0.912,-7.316,22.883,
109.850,-1.265,-5.760,37.088,
109.900,-1.514,-3.476,47.803,
109.950,-1.628,-0.756,52.457,
110.000,-1.593,2.022,50.033,
110.050,-1.414,4.480,41.161,
110.100,-1.121,6.298,27.974,
110.150,-0.755,7.316,13.429,
110.200,-0.362,7.578,0.388,
110.250,0.022,7.229,-9.308,
110.300,0.375,6.501,-15.175,
110.350,0.676,5.600,-17.696,
110.400,0.934,4.654,-17.938,
110.450,1.143,3.767,-16.872,
110.500,1.305,2.953,-15.223,
110.550,1.436,2.240,-13.526,
110.600,1.527,1.614,-11.975,
110.650,1.593,1.047,-10.520,
110.700,1.632,0.553,-8.921,
110.750,1.645,0.145,-7.078,
110.800,1.641,-0.160,-5.091,
110.850,1.628,-0.364,-3.054,
110.900,1.601,-0.465,-0.970,
110.936,,,,1.00
110.950,1.575,-0.465,1.067,
110.995,,,,0.00
111.000,1.553,-0.349,2.909,
111.050,1.536,-0.160,4.509,
111.100,1.536,0.102,5.963,
111.150,1.545,0.436,7.515,
111.200,1.575,0.844,9.211,
111.250,1.628,1.353,11.054,
111.300,1.706,1.949,13.041,
111.350,1.820,2.647,15.126,
111.400,1.968,3.462,17.114,
111.450,2.160,4.378,18.423,
111.500,2.404,5.352,18.277,
111.550,2.697,6.283,15.805,
111.600,3.037,7.039,10.084,
111.650,3.412,7.432,0.533,
111.700,3.800,7.229,-12.411,
111.750,4.163,6.254,-26.810,
111.800,4.455,4.494,-39.609,
111.850,4.634,2.123,-47.754,
111.900,4.677,-0.524,-49.403,
111.950,4.577,-3.054,-44.457,
112.000,4.355,-5.149,-34.422,
112.050,4.040,-6.589,-21.574,
112.100,3.670,-7.316,-8.387,
112.150,3.286,-7.359,2.909,
112.200,2.915,-6.894,10.860,
112.250,2.587,-6.138,15.175,
112.257,,,,1.00
112.300,2.299,-5.280,16.678,
112.315,,,,0.00
112.350,2.059,-4.422,16.435,
112.400,1.859,-3.607,15.320,
112.450,1.702,-2.880,13.914,
112.500,1.575,-2.225,12.605,
112.550,1.479,-1.629,11.442,
112.600,1.414,-1.076,10.181,
112.650,1.374,-0.596,8.678,
112.700,1.357,-0.204,6.933,
112.750,1.357,0.102,4.994,
112.800,1.370,0.305,2.909,
112.850,1.392,0.393,0.776,
112.900,1.414,0.378,-1.261,
112.950,1.431,0.262,-3.054,
113.000,1.444,0.058,-4.557,
113.050,1.440,-0.204,-5.915,
113.100,1.422,-0.524,-7.515,
113.150,1.392,-0.931,-9.502,
113.200,1.335,-1.469,-11.684,
113.250,1.248,-2.109,-13.866,
113.300,1.126,-2.851,-15.999,
113.350,0.969,-3.709,-17.938,
113.400,0.759,-4.669,-19.053,
113.450,0.502,-5.672,-18.374,
113.500,0.192,-6.603,-14.690,
113.550,-0.166,-7.287,-6.981,
113.574,,,,1.00
113.600,-0.554,-7.461,4.897,
113.632,,,,0.00
113.650,-0.938,-6.909,19.538,
113.700,-1.274,-5.512,34.131,
113.750,-1.518,-3.374,45.427,
113.800,-1.628,-0.756,50.905,
113.850,-1.597,1.963,49.596,
113.900,-1.422,4.422,42.082,
113.950,-1.134,6.327,30.252,
114.000,-0.764,7.505,16.775,
114.050,-0.358,7.956,4.460,
114.100,0.052,7.825,-4.557,
114.150,0.436,7.345,-9.405,
114.200,0.790,6.749,-10.569,
114.250,1.108,6.210,-9.260,
114.300,1.405,5.789,-6.642,
114.350,1.684,5.527,-3.442,
114.400,1.950,5.440,-0.194,
114.450,2.221,5.527,2.376,
114.500,2.500,5.730,3.539,
114.550,2.793,5.949,2.666,
114.600,3.098,6.080,-0.630,
114.650,3.408,5.978,-6.303,
114.700,3.709,5.512,-13.623,
114.750,3.975,4.625,-21.138,
114.800,4.184,3.345,-27.101,
114.850,4.320,1.804,-30.010,
114.891,,,,1.00
114.900,4.368,0.204,-29.089,
114.950,4.333,-1.236,-24.532,
114.950,,,,0.00
115.000,4.232,-2.342,-17.356,
115.050,4.084,-3.011,-8.921,
115.100,3.914,-3.229,-0.485,
115.150,3.748,-3.025,6.981,
115.200,3.600,-2.473,12.799,
115.250,3.491,-1.673,16.435,
115.300,3.430,-0.742,17.647,
115.350,3.416,0.175,16.532,
115.400,3.451,0.974,13.526,
115.450,3.521,1.571,9.211,
115.500,3.617,1.920,3.975,
115.550,3.722,1.993,-1.794,
115.600,3.827,1.745,-7.515,
115.650,3.910,1.207,-12.217,
115.700,3.953,0.451,-15.029,
115.750,3.958,-0.378,-15.708,
115.800,3.914,-1.178,-14.544,
115.850,3.835,-1.876,-12.023,
115.900,3.722,-2.414,-8.484,
115.950,3.587,-2.749,-4.218,
116.000,3.438,-2.851,0.485,
116.050,3.294,-2.705,5.236,
116.100,3.159,-2.313,9.599,
116.150,3.054,-1.716,13.138,
116.200,2.985,-0.960,15.659,
116.202,,,,1.00
116.250,2.954,-0.116,17.259,
116.261,,,,0.00
116.300,2.971,0.785,18.132,
116.350,3.033,1.716,18.374,
116.400,3.142,2.647,17.647,
116.450,3.299,3.534,15.272,
116.500,3.499,4.262,10.617,
116.550,3.735,4.683,3.491,
116.600,3.984,4.683,-5.624,
116.650,4.219,4.160,-15.563,
116.700,4.420,3.098,-24.629,
116.750,4.547,1.600,-31.028,
116.800,4.586,-0.145,-33.646,
116.850,4.533,-1.905,-32.240,
116.900,4.390,-3.491,-27.295,
116.950,4.171,-4.727,-19.877,
117.000,3.901,-5.512,-11.442,
117.050,3.604,-5.847,-3.539,
117.100,3.303,-5.803,2.715,
117.150,3.015,-5.498,6.787,
117.200,2.749,-5.047,8.630,
117.250,2.509,-4.567,8.630,
117.300,2.295,-4.145,7.466,
117.350,2.099,-3.811,5.866,
117.400,1.915,-3.563,4.218,
117.450,1.745,-3.389,2.570,
117.500,1.580,-3.302,0.921,
117.519,,,,1.00
117.550,1.418,-3.302,-0.630,
117.578,,,,0.00
117.600,1.252,-3.374,-1.891,
117.650,1.082,-3.505,-2.812,
117.700,0.903,-3.665,-3.491,
117.750,0.716,-3.854,-3.975,
117.800,0.519,-4.072,-4.072,
117.850,0.310,-4.291,-3.345,
117.900,0.087,-4.451,-1.503,
117.950,-0.140,-4.480,1.454,
118.000,-0.367,-4.334,5.333,
118.050,-0.580,-3.971,9.793,
118.100,-0.772,-3.360,14.254,
118.150,-0.925,-2.516,17.744,
118.200,-1.030,-1.513,19.296,
118.250,-1.078,-0.495,18.471,
118.300,-1.073,0.407,15.563,
118.350,-1.030,1.105,11.248,
118.400,-0.956,1.556,6.206,
118.450,-0.864,1.731,1.115,
118.500,-0.772,1.644,-3.297,
118.550,-0.694,1.353,-6.497,
118.600,-0.633,0.945,-8.242,
118.650,-0.598,0.480,-8.484,
118.700,-0.585,0.044,-7.321,
118.750,-0.598,-0.291,-4.945,
118.800,-0.620,-0.480,-1.842,
118.844,,,,1.00
118.850,-0.650,-0.480,1.454,
118.900,-0.676,-0.320,4.363,
118.903,,,,0.00
118.950,-0.685,-0.015,6.448,
119.000,-0.681,0.364,7.563,
119.050,-0.650,0.771,7.709,
119.100,-0.602,1.164,7.078,
119.150,-0.532,1.498,5.721,
119.200,-0.449,1.760,3.636,
119.250,-0.353,1.891,0.873,
119.300,-0.253,1.862,-2.327,
119.350,-0.161,1.658,-5.527,
119.400,-0.083,1.294,-8.436,
119.450,-0.026,0.800,-10.908,
119.500,0.000,0.189,-12.896,
119.550,-0.004,-0.509,-14.302,
119.600,-0.048,-1.265,-14.981,
119.650,-0.131,-2.036,-14.738,
119.700,-0.253,-2.778,-13.235,
119.750,-0.410,-3.418,-10.084,
119.800,-0.602,-3.854,-4.994,
119.850,-0.807,-3.985,1.939,
119.900,-1.012,-3.709,10.036,
119.950,-1.196,-2.982,17.938,
